اسم الفيلم,تاريخ العرض,تصنيف الفيلم,مدة الفيلم (دقيقة),ملخص,تمثيل,تأليف,إنتاج,تصوير,مونتاج,ديكور,ملابس,موسيقى,إخراج,توزيع
اللهب,1964,دراما,100,دار حدث قصه عادل سفر اسكندري عقد قرا خطيب سالم عطل اوتوبيس مشي طريق مظلم راوند اهل قريه خرج هاجم تصور سفاح هارب شرطه ٱرتكب عديد الجراءم تسليم شرطه ليل قبض سفاح حقيقي اطلاق سراح عادل ابناء قريه مهاجم مره اخري تصور ٱنتقام هرب منزل مهجور مبني نار هدف خلص,"شكري سرحان,سميرة أحمد,توفيق الدقن,خيرية أحمد,عبدالخالق صالح,يوسف عوف,أحمد مظهر,عماد حمدي,سمير خليل,محمود الحديني,ثريا فخري,عبدالغني النجدي,أحمد الجزيري,عبدالمنعم إسماعيل,إسكندر منسي,أحمد مرسي,إبراهيم الباجوري,علي المعاون,حسين إسماعيل,ناهد صبري,عمران بحر,عبدالعظيم كامل,عبد المنعم سعودي,حللي محمد (محمد حللي),طوسون معتمد,خديجة محمود","عبدالعزيز جبر,أحمد قناوى,وجيه نجيب","وجيه نجيب,فؤاد صلاح الدين",كمال كريم,"فكري رستم,مارسيل صالح","حلمي عزب,نجيب خوري",nan,فؤاد الظاهري,عبدالرحمن شريف,أفلام صوت الفن (محمد عبدالوهاب - عبدالحليم حافظ - وحيد فريد)
ابن كليوباترا,1964,nan,-,تعيين حاكم روماني اسكندري بترونيو مقنع مسيحي كبير دفاع المطحونين محارب رجل طاغي ٱبن رءيس قبيل صقر اخير ٱبن اخر اورو فارس اراد مساعد وخي مغامره عرف كبير اب ٱبن تبني ام كليوباترا سلم وعه ايقونه قيصرون ٱبن يوليوس قيصر طالب عرش روما رد قبيل تبليغ طاغي امر ارسل امبراطور روما رجل قضاء تمرد كبير وقع جرام روي قبض كبير ارسال معسكر مصرع ال طيار حلب ٱنتصر ٱشتعل مواجهه طاغي رومان مات بترونيوس طالب كبير حق حكم مصر ٱعتبار ٱبن كليوباترا عرف مصر سلام,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
العمر أيام,1964,دراما,90,فتح سالم نجح فاق كليه هندسه عمل رسم بلدي قدر صاحب دار نشر فتح ٱنتهازي صديق خالد عبدالسلام احب الهام بلا امل مخطوب طيار ٱختفي حادث طاءره فتح زميل ادهم احب نجوي ولع سباق خيل ٱستطاع توفير مبلغ لازم زواج فكر فتح زواج وداد ٱبن مدير وسيله سريع ثراء راسم زوجه رفض طبقه ٱجتماع اقل سعي فتح جذب وداد عرف معارض اقام الهام رسم لوحه مغني بار دعا ليلي عرف فتح شاو علاقه حب جانب ليلي زواج سعي وراء وداد عرض راسم فتح وظيفه اكبر ٱبنه رفض عرض شريك مشروع رفض ٱضطر ارسال ٱبنه مزرع بعيد فتح بدا ليلي قابل فتح عود وداد مزرع فتح اخذ وداد شقه مرور ٱكتشف حامل ٱضطر اهل موافقه زواج حبط ليلي تناول سم مات يد فتح مستشفي ابقي سوي دميه عض كلمه بدا ذكر حياه سلسله مر ادهم تزوج نجوي ٱدخر شيءا بيت هام بدا نسي خطيب متوفي تارك باقي قادر,"شكري سرحان,مها صبري,زيزي البدراوي,حسن يوسف,شيرين,سمير صبري,سهام فتحي,عبدالخالق صالح,حسين إسماعيل,الهام شريف, نبيل ميشيل ,شوقي بركة,وفاء حلمي,إبراهيم رمزي","شيرين,يوسف عيسى",مصر فيلم,"رمزي إبراهيم,ابراهيم عادل","حسين أحمد,مارسيل صالح,سيد بسيوني","الاستوديوهات العربية,نجيب خوري",nan,nan,"يوسف عيسى,صبحى عبدالعزيز",دينار فيلم
الأجنحة المتكسرة,1964,nan,100,روي فيلم قصه سير ذاتي اديب جبران خليل جبران حب سلمي رامي ٱبن ثري معروف فارس رامي اجبار فتاه تزوج ٱبن شقيق اسقف شاب فاسد نظر ثروه رامي غنيمه عاني فتاه عمق مات جبران سر لبث صعب رقابه اسقف فرض زواج وضع سلمي طفل مات حق جبران بلد رحل ولايه متحد سينما لبناني,"نضال الأشقر,بيار سلامة,فيليب عقيقي,صلاح نادر,كواكب,جوزيف نانو","فاضل سعيد عقل,جبران خليل جبران","توفيق كيروز,انطوان خورى",انطوان صباغة,nan,nan,nan,nan,يوسف معلوف,nan
نهر الحياة,1964,رومانسي,90,نتيجه فقر اجبر اب ٱبنه شابه زواج رجل ثري كبر سن صدم زوج رجل قاسي خيل حال حياه جحيم ٱلتقي نما مشعر حب جديد ٱكتشف زوج قرر اﻹنتقام,"سمير صبري,عبدالعليم خطاب,علية عبدالمنعم,كوثر رمزي,حسين عسر,نوال أبو الفتوح,عبدالغني قمر,أبو بكر عزت,سهير زكي,نيللي كامل,ليلى صادق,ليلى فهمي,أمال رمزي,صلاح قابيل,منى مراد","محمود صبحي,وفيقة أبو جبل",nan,مصطفى حسن,حسين عفيفي,أنطوان بوليزويس,nan,فؤاد الظاهري,حسن رضا,nan
شباب وحب ومرح,1964,دراما,-,طلب مفلس عاش بدروم عماره ملك ارث شابه عاش وصايه عم طمع ثروه اراد زوج ٱبن تلميذ فاشل ارث وقع جرام طالب وراثه جهه عم وصي ٱبن جهه اخري تحدث مفارقه كثير ٱنتهي موافقه عم زواج طالب مفلس خرج جامعه,"نادية لطفي,عماد حمدي,فؤاد المهندس,يوسف شعبان,يوسف فخر الدين,هالة الشواربي,عبدالغني النجدي,أحمد الجزيري,كمال انور,حسين إسماعيل,فيفي سعيد,ليلى صادق,إبراهيم قدري,إسكندر منسي,قدرية كامل,عباس رحمي,ليندا بدوي,محمد طه,أبو بكر عزت,عاطف مكرم,إكرام عزو",نجدي حافظ,افلام برج القاهره,nan,nan,nan,nan,nan,نجدي حافظ,nan
زوجة من باريس,1964,nan,103,عمل دكتور ناجي واحه باريس نشر وعي صديق مهندس وجيه ثاءر مر صدم خيانه زوجه بحث داود ناظر مدرسه زوجه مناسبه وقع ٱختيار فتاه لوح وجيه تزوج مشرف ٱجتماع جديد ٱستطاع شخص زال سيء خيانه زوجه,"رشدي أباظة,نبيلة عبيد,صلاح ذو الفقار,فؤاد المهندس,كريمة الشريف,أحمد الحداد,أمين الهنيدي,عبدالغني النجدي,حسين إسماعيل,حسن أتلة,سيد عبدالله,بوسي,إبراهيم حشمت,ماري باي باي (بهيجة محمد علي),إسكندر منسي,علوية جميل","أمينة الصاوي,عبدالحي أديب","شركة القاهرة للإنتاج السينمائي,منير رفله,عبدالمسيح,محمد العيسوى","كليليو (ك. ستشفللي),فارس وهبة,صلاح وهبه,مصطفى السيد","عبدالعزيز فخري,محمد الزرقا,محيي الدين أحمد,كمال فهمي","ماهر عبدالنور,ستوديو نحاس (النيل),نجيب خوري",nan,علي إسماعيل,"عاطف سالم,أحمد السبعاوي,حسين عمر",الشركة العامة لتوزيع وعرض الأفلام السينمائية
دعني والدموع,1964,دراما,97,رجل متوسط حال تزوج شرط انجاب طفل راوند زمن سمح ٱدخار مال لازم مصروف تربيه طفل ورث ثروه كبير عم قرر حال انجاب لٰكن فاجا زوجه عاقر لجا زواج مره اخري زوجه جديد ٱستنزف مال انجب طفل مات زوجه مستغفرا امل علاج,"محمد عوض,ناصر ضياء الدين,منير التوني,نادية لطفي,أحمد مظهر,توفيق الدقن,حسين رياض,ميمي شكيب,سميحة توفيق,عدوية الجمال,سهير زكي,فيفي فهيم,سهام فتحي,قطقوطة,حسين إسماعيل,أحمد سعيد",محمد كامل حسن المحامي,nan,فيكتور أنطون,nan,nan,nan,nan,أحمد ضياء الدين,nan
حكاية جواز,1964,رومانسي,90,ليل زفاف محمد شكري سرحان عديل سعاد حسني وصل خطاب محمد افاد ترقيه نقل عمل جبل عتاقه عارض ام عزيز ماري منيب ٱبنه مكان عمل سافر محمد مفرد تصدي عديل ام حق زوج تزوج اخ حسن حسن يوسف امال فريد رغم ٱعتراض ام اراد تزويج قارب توالي حدث شد جذب زوج زوجه حامي,"سعاد حسني,شكري سرحان,ماري منيب,أمينة رزق,حسن يوسف,حسن فايق,آمال فريد,عزيزة حلمي,سهام فتحي,كوثر شفيق,سهير زكي,بليغ حبشي,إنجى إسماعيل,جاذبية حجازي,حسن أنيس,صالح الإسكندراني",محمد عثمان,nan,nan,nan,nan,nan,nan,"حسن الصيفي,جمال عمار",nan
الباحثة عن الحب,1964,nan,-,نادي لطف فتاه بحث حب تزويج رغم اراد شاب عرف رفض والد تزويج احب احمد رمزي معاناه زوج محمد سلطان موسيقي وافق ٱختلاف ٱهتمام تزوج اخري طلب طلاق عرف رشدي اباظه رجل لعوب حاول ٱستمال طارد حتي تزوج,"رشدي أباظة,نادية لطفي,نجوى فؤاد,أحمد رمزي,محمد سلطان,عبدالمنعم بسيوني,فيفي سعيد,سيد محمود,عدلي الشرقاوي,مختار أمين,عز الدين إسلام,سهام فتحي,زينب صدقي,فوزية الأنصاري","عزت الخطيب,حسين حلمي المهندس",nan,nan,nan,nan,nan,nan,أحمد ضياء الدين,nan
نمر التلامذة,1964,nan,85,قرر صديق مصطفي مجد احمد عمل ثني اجازه صيف ٱنتظر ظهور نتيجه ٱستاجر بيع حلوي مشروب مثلجه والشطاءر حلم طموح مجدي احب زميل نشوي ود تزوج عرف مجدي صديق احمد ادل حب احمد هوه موسيقي طمح مطرب مشهور حاول راقص رمي شبكه احمد اخذ عامه سعي زميل انقاذ حتي عرف فتاه احب امر تسلل الٱثنان عامه تمكن اخراج احمد هرب ٱكتشف راقص رد عصابه قبض رد عصابه اعلن نتيجه سنه النهاءيه مصير نجاح عرف مجدي مشعر احمد نشوي قرر اضحي تزوج فتاه سميره احب صمت,"مختار أمين,أحمد الحداد,لبلبة,سميرة أحمد,حسن يوسف,أحمد رمزي,أحمد أبو عبية,جمال الدماطي,حسين إسماعيل,عبداللطيف التلباني,نجوى فؤاد,توفيق الدقن,يوسف فخر الدين,محمد عوض","يس نديم,عدلي المولد",عدلي المولد,"الاستوديوهات العربية,فيكتور أنطون",عبدالعزيز فخري,"أنطوان بوليزويس,نجيب خوري",nan,nan,"جمال الدماطي,عيسى كرامة,جمال الدماطي",جمهوريّة فيلم
مطلوب زوجة فورا,1964,دراما,80,حلمي رجل غني سعي نساء ضاع ثروه سباق بدا الداءنون طالب مال ابقي خادم عثمان شيء اعطي قرر حلمي بحث وظيفه بيع منزل مرزوق السلحدار خطيب سعاد خاص قرا اعلان وظيفه قدم عديد متقدم صديق ساعد اخبر مدير وظيفه مرتب اسوان شرط موظف متزوج ٱعتقد حلمي شرط سهل خاص عديد نساء زواج وزه لٰكن رفض زواج ضيعه ثروه سناء كريم عزيز فاءده حتي خاطب ٱستطاع مساعد حاول عثمان خادم حلمي صرف مرزوق سعاد شقه اخبر مسكون وزه حلمي ٱمتلك ثمن شقه قابل مرزوق مهرب مخدر قرب بدا سعاد ٱرتاب خطيب وافق خطبه حلمي اعجب جمال بدا ٱستعد حلمي حفل فاجا حلمي صديق قديم دخل اعلن موافقه زواج ورث حلمي ثروه هاءله قدر,"فريد شوقي,محمود المليجي,ليلى طاهر,محمد رضا,الضيف أحمد,كامل أنور,ميمي جمال,كريمة الشريف,محمد شوقي,فتحية عبدالغني,محسن حسنين,ليلى حمدي,عثمان العوضى,سهير زكي,طوسون معتمد,نصر سيف,الطوخي توفيق,مطاوع عويس,سميحة محمد,كمال الزيني,محمد الرملي,زكي الفيومي,سيد غنيم,محمد الحلو,محمد نبيه","جوان جابربيل,عبدالحي أديب,محمد أبو يوسف","صالح العوضى,العصرية للسينما (المؤسسة العصرية للسينما)",مسعود عيسى,حسين أحمد,"حلمي عزب,نجيب خوري",nan,nan,"محمود فريد,السعيد مصطفى",nan
